"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.stimuli","Answer.answer","Approve","Reject"
"38LRF35D5KVXX1KLN5EGT9U5WROU31","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:29 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:29 PST 2015","","","30BXRYBRP4WR6XEJNSNL4BCTQ5QWHZ","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:15:09 PST 2015","Wed Dec 16 20:15:20 PST 2015","Thu Dec 17 04:15:20 PST 2015","","","","11","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/17_Parallel.png","C"
"37M4O367VIHHY82GSMBNHWBVX1D5MB","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:29 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:29 PST 2015","","","34BBWHLWHAAR2SP3TA564ND8QI6IWF","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:19:26 PST 2015","Wed Dec 16 20:19:38 PST 2015","Thu Dec 17 04:19:38 PST 2015","","","","12","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/9_Parallel.png","equal"
"3MJ28H2Y1D75YBNS52Q09000S1S5OQ","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:29 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:29 PST 2015","","","3IUZPWIU1O6I8NFRTDQIH3SLIMUWK3","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:17:24 PST 2015","Wed Dec 16 20:17:30 PST 2015","Thu Dec 17 04:17:30 PST 2015","","","","6","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/22_Cartesian.png","C"
"31J7RYECZKPY48JCRN8WETJPLGI1LN","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:29 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:29 PST 2015","","","3XIQGXAUMC7928DXKOXVFH16L417X2","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:11:10 PST 2015","Wed Dec 16 20:11:17 PST 2015","Thu Dec 17 04:11:17 PST 2015","","","","7","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/8_Cartesian.png","C"
"3ZQA3IO31AQ6ATM94FOO6ANJGLN1O4","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:29 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:29 PST 2015","","","34BBWHLWHAAR2SP3TA564ND8QI5WIS","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:16:28 PST 2015","Wed Dec 16 20:16:46 PST 2015","Thu Dec 17 04:16:46 PST 2015","","","","18","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/48_Cartesian.png","C"
"3N7PQ0KLI4OG85NZX5ZBPR82A3V3EU","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:29 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:29 PST 2015","","","3M1CVSFP6047CDAJ5DENV073P9KAQZ","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:16:51 PST 2015","Wed Dec 16 20:17:10 PST 2015","Thu Dec 17 04:17:10 PST 2015","","","","19","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/44_Cartesian.png","B"
"32CXT5U14F2JYYQRZM9CKQ2GCDGU8T","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:29 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:29 PST 2015","","","3L70J4KAZGLDN46E0R83V1046UVDAX","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:15:56 PST 2015","Wed Dec 16 20:16:06 PST 2015","Thu Dec 17 04:16:06 PST 2015","","","","10","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/2_Cartesian.png","equal"
"3538U0YQ1ET8EJNVSGJH79T2M4A3FC","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:30 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:30 PST 2015","","","33LKR6A5KEJOA5PBQYFPP4PN5MD1TG","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:11:57 PST 2015","Wed Dec 16 20:12:23 PST 2015","Thu Dec 17 04:12:23 PST 2015","","","","26","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/46_Cartesian.png","C"
"3VJ4PFXFJ26XHMJ6WKTQGH8B21GUAX","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:30 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:30 PST 2015","","","3MYYFCXHJ361XZ0OTGZKOJH1RCFG4Z","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:18:18 PST 2015","Wed Dec 16 20:18:28 PST 2015","Thu Dec 17 04:18:28 PST 2015","","","","10","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/63_Parallel.png","B"
"31MCUE39BJLESJJQ30PZPUTENJA3GB","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:30 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:30 PST 2015","","","3LOTDFNYA7Y7S1NDS2ZL1Q0GAQDWF1","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:12:28 PST 2015","Wed Dec 16 20:12:44 PST 2015","Thu Dec 17 04:12:44 PST 2015","","","","16","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/34_Cartesian.png","C"
"33KGGVH24TGT420156BKPNECSPRX14","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:30 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:30 PST 2015","","","3TS1AR6UQQDS2MMCKUR99A1ZHZ57FB","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:15:26 PST 2015","Wed Dec 16 20:15:50 PST 2015","Thu Dec 17 04:15:50 PST 2015","","","","24","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/15_Parallel.png","C"
"32FESTC2NGPLA1G4GYPHMCYZ241UCZ","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:30 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:30 PST 2015","","","3KXIR214I4FBI5SHU1EVMFN0HTA242","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:14:08 PST 2015","Wed Dec 16 20:14:20 PST 2015","Thu Dec 17 04:14:20 PST 2015","","","","12","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/52_Cartesian.png","C"
"3P458N04Q0G0TNIXOABYU6OHKV5X2L","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:30 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:30 PST 2015","","","3BGYGHDBBXJ1FRDUQNV7T0Q2XFE226","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:13:49 PST 2015","Wed Dec 16 20:14:03 PST 2015","Thu Dec 17 04:14:03 PST 2015","","","","14","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/27_Parallel.png","B"
"3OQQD2WO8H5SOAPLTOP2A66U2W23I3","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:30 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:30 PST 2015","","","3ZAZR5XV01H4JK88CNTRSO9VUFPZCJ","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:09:27 PST 2015","Wed Dec 16 20:10:00 PST 2015","Thu Dec 17 04:10:00 PST 2015","","","","33","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/45_Parallel.png","C"
"3YLPJ8OXX7CAW1XKSOUMNLLF491X4H","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:31 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:31 PST 2015","","","31QNSG6A5RSJN7CPCGL3ZIKDUVS87V","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:14:25 PST 2015","Wed Dec 16 20:14:40 PST 2015","Thu Dec 17 04:14:40 PST 2015","","","","15","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/4_Cartesian.png","C"
"3PUOXASB5620Y23BA1EY1EC6Y1DZ9C","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:31 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:31 PST 2015","","","3PW9OPU9PQJUQ6VY7JVTOHGX59021P","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:13:34 PST 2015","Wed Dec 16 20:13:39 PST 2015","Thu Dec 17 04:13:39 PST 2015","","","","5","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/33_Parallel.png","B"
"329E6HTMSV1JU5F9TRAENML7U0R3KE","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:31 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:31 PST 2015","","","39LNWE0K4UVEAO0YYAQ5MZSB52VIUG","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:19:05 PST 2015","Wed Dec 16 20:19:25 PST 2015","Thu Dec 17 04:19:25 PST 2015","","","","20","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/66_Cartesian.png","C"
"3WUVMVA7OA2E3LDG27SYX9NQ4JVZAR","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:31 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:31 PST 2015","","","3E13VNJ1NNUY1R90WMGLBXNEU5X1IZ","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:10:06 PST 2015","Wed Dec 16 20:10:19 PST 2015","Thu Dec 17 04:10:19 PST 2015","","","","13","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/47_Parallel.png","C"
"3W1K7D6QSAGJMVI88LSUSK7WM1GZBM","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:31 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:31 PST 2015","","","326O153BMIXGDHNQGWAPRKQVR9TDES","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:17:51 PST 2015","Wed Dec 16 20:17:58 PST 2015","Thu Dec 17 04:17:58 PST 2015","","","","7","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/12_Cartesian.png","B"
"33Q5P9PUSOL2W0AEMLOP34DE4MGZCT","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:31 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:31 PST 2015","","","3QRYMNZ7FYGROCW0VLDNMB2Q8NHTNF","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:11:27 PST 2015","Wed Dec 16 20:11:52 PST 2015","Thu Dec 17 04:11:52 PST 2015","","","","25","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/3_Parallel.png","B"
"37VHPF5VYB2NC49RDVOCQKGA5DA8CY","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:31 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:31 PST 2015","","","3EA3QWIZ4IUZABL9Y50VH369MOOITP","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:18:54 PST 2015","Wed Dec 16 20:19:04 PST 2015","Thu Dec 17 04:19:04 PST 2015","","","","10","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/7_Parallel.png","B"
"36FQTHX3Z2QI12BFNEXLOJ2H76IB32","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:31 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:31 PST 2015","","","3XC1O3LBOSL10CTFJ8X89JY13SHTLD","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:10:28 PST 2015","Wed Dec 16 20:11:01 PST 2015","Thu Dec 17 04:11:01 PST 2015","","","","33","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/32_Cartesian.png","B"
"3DTJ4WT8BCEHTYUSICUKTSDHPYTZEM","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:31 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:31 PST 2015","","","3R3YRB5GRF2Z46H0MMYS514SSUQAU4","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:18:28 PST 2015","Wed Dec 16 20:18:53 PST 2015","Thu Dec 17 04:18:53 PST 2015","","","","25","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/19_Parallel.png","B"
"3WGZLY9VCGLXHWF5DRJNAQYSQDM8DY","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:31 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:31 PST 2015","","","33FBRBDW6OYPZO7L3XTEF4CRV6J8CO","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:16:12 PST 2015","Wed Dec 16 20:16:24 PST 2015","Thu Dec 17 04:16:24 PST 2015","","","","12","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/25_Parallel.png","C"
"39AYGO6AFEJJZUNU960SMHEVYMY6NS","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:38 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:38 PST 2015","","","3S3AMIZX3U41GJ3CK54U1WQS6XGDCZ","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:17:35 PST 2015","Wed Dec 16 20:17:47 PST 2015","Thu Dec 17 04:17:47 PST 2015","","","","12","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/50_Cartesian.png","C"
"3Z56AA6EK3ZDHC2UX5LS92PVTWO6MS","3F3JD5CN1MXG1FONYBVETC00FLK0HD","Choose one of three points","Given 3 points A,B,C choose if B or C is closer to A","keywords","$0.05","Wed Dec 16 20:08:38 PST 2015","20","BatchId:118037;","3600","28800","Wed Dec 23 20:08:38 PST 2015","","","33CUSNVVNNBNNLH8MLD9DIG85FY88I","A3JEXA6ME8GTMO","Submitted","Wed Dec 16 20:14:50 PST 2015","Wed Dec 16 20:15:02 PST 2015","Thu Dec 17 04:15:02 PST 2015","","","","12","100% (222/222)","100% (66/66)","100% (66/66)","http://parallelcoordinates.de/mturk/56_Cartesian.png","B"